in s,C1 in V
-7.27341220E+01,-1.738510E-03
-7.27249667E+01,-1.773758E-03
-7.27158114E+01,-1.795578E-03
-7.27066561E+01,-1.617966E-03
-7.26975008E+01,-1.469040E-03
-7.26883456E+01,-1.185532E-03
-7.26791903E+01,-8.234406E-04
-7.26700350E+01,-3.636932E-04
-7.26608797E+01,9.208679E-05
-7.26517244E+01,5.817413E-04
-7.26425692E+01,9.635162E-04
-7.26334139E+01,1.183853E-03
-7.26242586E+01,1.275711E-03
-7.26151033E+01,1.279678E-03
-7.26059480E+01,1.132126E-03
-7.25967928E+01,9.568024E-04
-7.25876375E+01,8.081818E-04
-7.25784822E+01,6.026459E-04
-7.25693269E+01,4.161835E-04
-7.25601716E+01,3.032684E-04
-7.25510164E+01,1.766205E-04
-7.25418611E+01,6.889343E-05
-7.25327058E+01,-4.196167E-06
-7.25235505E+01,-5.592346E-05
-7.25143952E+01,-1.171112E-04
-7.25052400E+01,-1.645660E-04
-7.24960847E+01,-1.850128E-04
-7.24869294E+01,-2.133942E-04
-7.24777741E+01,-2.256012E-04
-7.24686188E+01,-2.523041E-04
-7.24594636E+01,-2.454376E-04
-7.24503083E+01,-2.596283E-04
-7.24411530E+01,-2.652740E-04
-7.24319977E+01,-2.561188E-04
-7.24228424E+01,-2.767181E-04
-7.24136872E+01,-2.576447E-04
-7.24045319E+01,-2.600861E-04
-7.23953766E+01,-2.530670E-04
-7.23862213E+01,-2.561188E-04
-7.23770660E+01,-2.480316E-04
-7.23679108E+01,-2.396393E-04
-7.23587555E+01,-2.512360E-04
-7.23496002E+01,-2.292633E-04
-7.23404449E+01,-2.407074E-04
-7.23312896E+01,-2.225494E-04
-7.23221344E+01,-2.295685E-04
-7.23129791E+01,-2.199554E-04
-7.23038238E+01,-2.104950E-04
-7.22946685E+01,-2.140045E-04
-7.22855132E+01,-2.011871E-04
-7.22763580E+01,-2.056122E-04
-7.22672027E+01,-1.927948E-04
-7.22580474E+01,-1.984406E-04
-7.22488921E+01,-1.964569E-04
-7.22397368E+01,-1.908112E-04
-7.22305816E+01,-1.932526E-04
-7.22214263E+01,-1.782990E-04
-7.22122710E+01,-1.894379E-04
-7.22031157E+01,-1.766205E-04
-7.21939604E+01,-1.795197E-04
-7.21848052E+01,-1.705170E-04
-7.21756499E+01,-1.659393E-04
-7.21664946E+01,-1.717377E-04
-7.21573393E+01,-1.636505E-04
-7.21481840E+01,-1.660919E-04
-7.21390288E+01,-1.439667E-04
-7.21298735E+01,-1.465607E-04
-7.21207182E+01,-1.360321E-04
-7.21115629E+01,-1.238251E-04
-7.21024076E+01,-1.116180E-04
-7.20932524E+01,-9.208679E-05
-7.20840971E+01,-7.850647E-05
-7.20749418E+01,-4.158020E-05
-7.20657865E+01,-2.983093E-05
-7.20566312E+01,1.029968E-05
-7.20474760E+01,4.158020E-05
-7.20383207E+01,9.010315E-05
-7.20291654E+01,1.180267E-04
-7.20200101E+01,1.747894E-04
-7.20108548E+01,2.184296E-04
-7.20016996E+01,2.370453E-04
-7.19925443E+01,2.326202E-04
-7.19833890E+01,2.059174E-04
-7.19742337E+01,9.071350E-05
-7.19650784E+01,-9.010315E-05
-7.19559232E+01,-3.623199E-04
-7.19467679E+01,-7.039642E-04
-7.19376126E+01,-1.062698E-03
-7.19284573E+01,-1.325607E-03
-7.19193020E+01,-1.614609E-03
-7.19101468E+01,-1.792984E-03
-7.19009915E+01,-1.775131E-03
-7.18918362E+01,-1.819077E-03
-7.18826809E+01,-1.696396E-03
-7.18735256E+01,-1.557388E-03
-7.18643704E+01,-1.294174E-03
-7.18552151E+01,-9.850311E-04
-7.18460598E+01,-5.487823E-04
-7.18369045E+01,-7.408142E-05
-7.18277492E+01,4.084015E-04
-7.18185940E+01,8.336639E-04
-7.18094387E+01,1.134262E-03
-7.18002834E+01,1.217728E-03
-7.17911281E+01,1.326828E-03
-7.17819728E+01,1.201706E-03
-7.17728176E+01,9.807587E-04
-7.17636623E+01,8.385468E-04
-7.17545070E+01,6.833649E-04
-7.17453517E+01,4.842377E-04
-7.17361964E+01,3.321075E-04
-7.17270412E+01,2.327728E-04
-7.17178859E+01,1.114655E-04
-7.17087306E+01,1.045227E-05
-7.16995753E+01,-4.997253E-05
-7.16904200E+01,-9.971619E-05
-7.16812648E+01,-1.485443E-04
-7.16721095E+01,-1.743317E-04
-7.16629542E+01,-2.136993E-04
-7.16537989E+01,-2.262115E-04
-7.16446436E+01,-2.390289E-04
-7.16354884E+01,-2.526093E-04
-7.16263331E+01,-2.562714E-04
-7.16171778E+01,-2.642059E-04
-7.16080225E+01,-2.530670E-04
-7.15988672E+01,-2.667999E-04
-7.15897120E+01,-2.567291E-04
-7.15805567E+01,-2.570343E-04
-7.15714014E+01,-2.588654E-04
-7.15622461E+01,-2.445221E-04
-7.15530908E+01,-2.582550E-04
-7.15439356E+01,-2.384186E-04
-7.15347803E+01,-2.521515E-04
-7.15256250E+01,-2.332306E-04
-7.15164697E+01,-2.382660E-04
-7.15073144E+01,-2.298737E-04
-7.14981592E+01,-2.281952E-04
-7.14890039E+01,-2.248383E-04
-7.14798486E+01,-2.228546E-04
-7.14706933E+01,-2.223969E-04
-7.14615380E+01,-2.079010E-04
-7.14523828E+01,-2.179718E-04
-7.14432275E+01,-1.990509E-04
-7.14340722E+01,-2.060699E-04
-7.14249169E+01,-1.987457E-04
-7.14157616E+01,-1.931000E-04
-7.14066064E+01,-1.959991E-04
-7.13974511E+01,-1.863861E-04
-7.13882958E+01,-1.885223E-04
-7.13791405E+01,-1.755524E-04
-7.13699852E+01,-1.799774E-04
-7.13608300E+01,-1.749420E-04
-7.13516747E+01,-1.714325E-04
-7.13425194E+01,-1.694489E-04
-7.13333641E+01,-1.622772E-04
-7.13242088E+01,-1.679230E-04
-7.13150536E+01,-1.483917E-04
-7.13058983E+01,-1.479340E-04
-7.12967430E+01,-1.349640E-04
-7.12875877E+01,-1.302338E-04
-7.12784324E+01,-1.084137E-04
-7.12692772E+01,-9.666443E-05
-7.12601219E+01,-8.415222E-05
-7.12509666E+01,-5.409241E-05
-7.12418113E+01,-3.501892E-05
-7.12326560E+01,-8.163452E-06
-7.12235008E+01,2.479553E-05
-7.12143455E+01,7.545471E-05
-7.12051902E+01,1.117706E-04
-7.11960349E+01,1.511383E-04
-7.11868796E+01,2.046967E-04
-7.11777244E+01,2.436066E-04
-7.11685691E+01,2.423859E-04
-7.11594138E+01,2.269745E-04
-7.11502585E+01,1.619720E-04
-7.11411032E+01,-7.858276E-06
-7.11319480E+01,-2.451324E-04
-7.11227927E+01,-5.670929E-04
-7.11136374E+01,-9.435272E-04
-7.11044821E+01,-1.233749E-03
-7.10953268E+01,-1.550674E-03
-7.10861716E+01,-1.732407E-03
-7.10770163E+01,-1.800156E-03
-7.10678610E+01,-1.817245E-03
-7.10587057E+01,-1.770554E-03
-7.10495504E+01,-1.643753E-03
-7.10403952E+01,-1.350174E-03
-7.10312399E+01,-1.136551E-03
-7.10220846E+01,-7.176971E-04
-7.10129293E+01,-2.603912E-04
-7.10037740E+01,2.008820E-04
-7.09946188E+01,6.641388E-04
-7.09854635E+01,1.075058E-03
-7.09763082E+01,1.154709E-03
-7.09671529E+01,1.316605E-03
-7.09579976E+01,1.287155E-03
-7.09488424E+01,1.167068E-03
-7.09396871E+01,9.212494E-04
-7.09305318E+01,7.784271E-04
-7.09213765E+01,5.669403E-04
-7.09122212E+01,3.835297E-04
-7.09030660E+01,2.693939E-04
-7.08939107E+01,1.615143E-04
-7.08847554E+01,5.439758E-05
-7.08756001E+01,-1.579285E-05
-7.08664448E+01,-7.926941E-05
-7.08572896E+01,-1.229095E-04
-7.08481343E+01,-1.685333E-04
-7.08389790E+01,-1.995087E-04
-7.08298237E+01,-2.080536E-04
-7.08206684E+01,-2.355194E-04
-7.08115132E+01,-2.434540E-04
-7.08023579E+01,-2.585602E-04
-7.07932026E+01,-2.626801E-04
-7.07840473E+01,-2.663422E-04
-7.07748920E+01,-2.664948E-04
-7.07657368E+01,-2.660370E-04
-7.07565815E+01,-2.729034E-04
-7.07474262E+01,-2.581024E-04
-7.07382709E+01,-2.584076E-04
-7.07291156E+01,-2.530670E-04
-7.07199604E+01,-2.547455E-04
-7.07108051E+01,-2.495575E-04
-7.07016498E+01,-2.442169E-04
-7.06924945E+01,-2.410126E-04
-7.06833392E+01,-2.309418E-04
-7.06741840E+01,-2.324677E-04
-7.06650287E+01,-2.188873E-04
-7.06558734E+01,-2.266693E-04
-7.06467181E+01,-2.127838E-04
-7.06375628E+01,-2.088165E-04
-7.06284076E+01,-2.109528E-04
-7.06192523E+01,-2.033234E-04
-7.06100970E+01,-2.031708E-04
-7.06009417E+01,-1.943207E-04
-7.05917864E+01,-2.021027E-04
-7.05826312E+01,-1.934052E-04
-7.05734759E+01,-1.967621E-04
-7.05643206E+01,-1.863861E-04
-7.05551653E+01,-1.758575E-04
-7.05460100E+01,-1.810455E-04
-7.05368548E+01,-1.769257E-04
-7.05276995E+01,-1.752472E-04
-7.05185442E+01,-1.602936E-04
-7.05093889E+01,-1.598358E-04
-7.05002336E+01,-1.610565E-04
-7.04910784E+01,-1.540375E-04
-7.04819231E+01,-1.442719E-04
-7.04727678E+01,-1.319122E-04
-7.04636125E+01,-1.403046E-04
-7.04544572E+01,-1.111603E-04
-7.04453020E+01,-1.013947E-04
-7.04361467E+01,-8.735657E-05
-7.04269914E+01,-6.965637E-05
-7.04178361E+01,-3.654480E-05
-7.04086808E+01,-1.045227E-05
-7.03995256E+01,3.433228E-06
-7.03903703E+01,6.431580E-05
-7.03812150E+01,9.864807E-05
-7.03720597E+01,1.369476E-04
-7.03629044E+01,1.808929E-04
-7.03537492E+01,2.342987E-04
-7.03445939E+01,2.532196E-04
-7.03354386E+01,2.317047E-04
-7.03262833E+01,2.042389E-04
-7.03171280E+01,8.064270E-05
-7.03079728E+01,-1.428986E-04
-7.02988175E+01,-4.186249E-04
-7.02896622E+01,-7.907867E-04
-7.02805069E+01,-1.126785E-03
-7.02713516E+01,-1.436081E-03
-7.02621964E+01,-1.615524E-03
-7.02530411E+01,-1.822281E-03
-7.02438858E+01,-1.762924E-03
-7.02347305E+01,-1.781082E-03
-7.02255752E+01,-1.686935E-03
-7.02164200E+01,-1.508408E-03
-7.02072647E+01,-1.238632E-03
-7.01981094E+01,-9.073639E-04
-7.01889541E+01,-4.618073E-04
-7.01797988E+01,2.983093E-05
-7.01706436E+01,4.749298E-04
-7.01614883E+01,9.355927E-04
-7.01523330E+01,1.145706E-03
-7.01431777E+01,1.286545E-03
-7.01340224E+01,1.290054E-03
-7.01248672E+01,1.238937E-03
-7.01157119E+01,9.575653E-04
-7.01065566E+01,8.376312E-04
-7.00974013E+01,6.359100E-04
-7.00882460E+01,4.613495E-04
-7.00790908E+01,3.112030E-04
-7.00699355E+01,1.961517E-04
-7.00607802E+01,9.620667E-05
-7.00516249E+01,1.121521E-05
-7.00424696E+01,-5.760193E-05
-7.00333144E+01,-1.068878E-04
-7.00241591E+01,-1.537323E-04
-7.00150038E+01,-1.824188E-04
-7.00058485E+01,-2.051544E-04
-6.99966932E+01,-2.329254E-04
-6.99875380E+01,-2.324677E-04
-6.99783827E+01,-2.547455E-04
-6.99692274E+01,-2.506256E-04
-6.99600721E+01,-2.660370E-04
-6.99509168E+01,-2.637482E-04
-6.99417616E+01,-2.639008E-04
-6.99326063E+01,-2.664948E-04
-6.99234510E+01,-2.582550E-04
-6.99142957E+01,-2.637482E-04
-6.99051404E+01,-2.590179E-04
-6.98959852E+01,-2.471161E-04
-6.98868299E+01,-2.489471E-04
-6.98776746E+01,-2.429962E-04
-6.98685193E+01,-2.359772E-04
-6.98593640E+01,-2.362823E-04
-6.98502088E+01,-2.422333E-04
-6.98410535E+01,-2.194977E-04
-6.98318982E+01,-2.292633E-04
-6.98227429E+01,-2.194977E-04
-6.98135876E+01,-2.182770E-04
-6.98044324E+01,-2.089691E-04
-6.97952771E+01,-2.057648E-04
-6.97861218E+01,-2.071381E-04
-6.97769665E+01,-1.966095E-04
-6.97678112E+01,-2.034760E-04
-6.97586560E+01,-1.914215E-04
-6.97495007E+01,-1.909637E-04
-6.97403454E+01,-1.792145E-04
-6.97311901E+01,-1.786041E-04
-6.97220348E+01,-1.874542E-04
-6.97128796E+01,-1.691437E-04
-6.97037243E+01,-1.816559E-04
-6.96945690E+01,-1.676178E-04
-6.96854137E+01,-1.665497E-04
-6.96762584E+01,-1.638031E-04
-6.96671032E+01,-1.610565E-04
-6.96579479E+01,-1.541901E-04
-6.96487926E+01,-1.358795E-04
-6.96396373E+01,-1.406097E-04
-6.96304820E+01,-1.255035E-04
-6.96213268E+01,-1.064301E-04
-6.96121715E+01,-9.315491E-05
-6.96030162E+01,-8.415222E-05
-6.95938609E+01,-5.256653E-05
-6.95847056E+01,-2.113342E-05
-6.95755504E+01,-3.585815E-06
-6.95663951E+01,3.349304E-05
-6.95572398E+01,8.293152E-05
-6.95480845E+01,1.290131E-04
-6.95389292E+01,1.500702E-04
-6.95297740E+01,2.111053E-04
-6.95206187E+01,2.402496E-04
-6.95114634E+01,2.533722E-04
-6.95023081E+01,2.033234E-04
-6.94931528E+01,1.351166E-04
-6.94839976E+01,-5.378723E-05
-6.94748423E+01,-3.208160E-04
-6.94656870E+01,-6.496429E-04
-6.94565317E+01,-1.020126E-03
-6.94473764E+01,-1.349564E-03
-6.94382212E+01,-1.570969E-03
-6.94290659E+01,-1.826553E-03
-6.94199106E+01,-1.852493E-03
-6.94107553E+01,-1.821976E-03
-6.94016000E+01,-1.718369E-03
-6.93924448E+01,-1.594772E-03
-6.93832895E+01,-1.355820E-03
-6.93741342E+01,-1.048508E-03
-6.93649789E+01,-6.443024E-04
-6.93558236E+01,-1.352692E-04
-6.93466684E+01,3.237152E-04
-6.93375131E+01,7.758331E-04
-6.93283578E+01,1.103134E-03
-6.93192025E+01,1.279068E-03
-6.93100472E+01,1.278915E-03
-6.93008920E+01,1.286850E-03
-6.92917367E+01,1.051559E-03
-6.92825814E+01,8.725739E-04
-6.92734261E+01,7.111359E-04
-6.92642708E+01,5.335236E-04
-6.92551156E+01,3.653717E-04
-6.92459603E+01,2.303314E-04
-6.92368050E+01,1.338959E-04
-6.92276497E+01,3.913879E-05
-6.92184944E+01,-4.081726E-05
-6.92093392E+01,-9.040833E-05
-6.92001839E+01,-1.396942E-04
-6.91910286E+01,-1.807404E-04
-6.91818733E+01,-2.075958E-04
-6.91727180E+01,-2.181244E-04
-6.91635628E+01,-2.227020E-04
-6.91544075E+01,-2.512360E-04
-6.91452522E+01,-2.529144E-04
-6.91360969E+01,-2.606964E-04
-6.91269416E+01,-2.590179E-04
-6.91177864E+01,-2.657318E-04
-6.91086311E+01,-2.639008E-04
-6.90994758E+01,-2.587128E-04
-6.90903205E+01,-2.555084E-04
-6.90811652E+01,-2.481842E-04
-6.90720100E+01,-2.506256E-04
-6.90628547E+01,-2.498627E-04
-6.90536994E+01,-2.433014E-04
-6.90445441E+01,-2.422333E-04
-6.90353888E+01,-2.315521E-04
-6.90262336E+01,-2.384186E-04
-6.90170783E+01,-2.227020E-04
-6.90079230E+01,-2.292633E-04
-6.89987677E+01,-2.132416E-04
-6.89896124E+01,-2.187347E-04
-6.89804572E+01,-2.155304E-04
-6.89713019E+01,-2.045441E-04
-6.89621466E+01,-2.114105E-04
-6.89529913E+01,-1.970673E-04
-6.89438360E+01,-2.028656E-04
-6.89346808E+01,-1.921844E-04
-6.89255255E+01,-1.978302E-04
-6.89163702E+01,-1.769257E-04
-6.89072149E+01,-1.874542E-04
-6.88980596E+01,-1.866913E-04
-6.88889044E+01,-1.770782E-04
-6.88797491E+01,-1.847076E-04
-6.88705938E+01,-1.653290E-04
-6.88614385E+01,-1.711273E-04
-6.88522832E+01,-1.520538E-04
-6.88431280E+01,-1.636505E-04
-6.88339727E+01,-1.560211E-04
-6.88248174E+01,-1.381683E-04
-6.88156621E+01,-1.470184E-04
-6.88065068E+01,-1.261139E-04
-6.87973516E+01,-1.157379E-04
-6.87881963E+01,-8.934021E-05
-6.87790410E+01,-8.415222E-05
-6.87698857E+01,-6.645203E-05
-6.87607304E+01,-3.639221E-05
-6.87515752E+01,-4.653931E-06
-6.87424199E+01,2.143860E-05
-6.87332646E+01,6.202698E-05
-6.87241093E+01,1.114655E-04
-6.87149540E+01,1.543427E-04
-6.87057988E+01,1.906586E-04
-6.86966435E+01,2.436066E-04
-6.86874882E+01,2.523041E-04
-6.86783329E+01,2.175140E-04
-6.86691776E+01,1.654816E-04
-6.86600224E+01,4.096985E-05
-6.86508671E+01,-2.054596E-04
-6.86417118E+01,-5.123138E-04
-6.86325565E+01,-8.481598E-04
-6.86234012E+01,-1.211014E-03
-6.86142460E+01,-1.430130E-03
-6.86050907E+01,-1.717148E-03
-6.85959354E+01,-1.760788E-03
-6.85867801E+01,-1.829605E-03
-6.85776248E+01,-1.713638E-03
-6.85684696E+01,-1.639175E-03
-6.85593143E+01,-1.430283E-03
-6.85501590E+01,-1.167221E-03
-6.85410037E+01,-8.206940E-04
-6.85318484E+01,-3.510284E-04
-6.85226932E+01,1.338959E-04
-6.85135379E+01,5.632782E-04
-6.85043826E+01,9.844208E-04
-6.84952273E+01,1.221542E-03
-6.84860720E+01,1.249771E-03
-6.84769168E+01,1.249313E-03
-6.84677615E+01,1.169357E-03
-6.84586062E+01,9.740448E-04
-6.84494509E+01,7.642365E-04
-6.84402956E+01,6.140900E-04
-6.84311404E+01,4.296112E-04
-6.84219851E+01,2.788544E-04
-6.84128298E+01,1.844025E-04
-6.84036745E+01,7.575989E-05
-6.83945192E+01,-3.585815E-06
-6.83853640E+01,-7.392883E-05
-6.83762087E+01,-1.166534E-04
-6.83670534E+01,-1.554108E-04
-6.83578981E+01,-1.937103E-04
-6.83487428E+01,-2.065277E-04
-6.83395876E+01,-2.355194E-04
-6.83304323E+01,-2.385712E-04
-6.83212770E+01,-2.559662E-04
-6.83121217E+01,-2.495575E-04
-6.83029664E+01,-2.622223E-04
-6.82938112E+01,-2.693939E-04
-6.82846559E+01,-2.565765E-04
-6.82755006E+01,-2.674103E-04
-6.82663453E+01,-2.475739E-04
-6.82571900E+01,-2.573395E-04
-6.82480348E+01,-2.429962E-04
-6.82388795E+01,-2.532196E-04
-6.82297242E+01,-2.471161E-04
-6.82205689E+01,-2.323151E-04
-6.82114136E+01,-2.471161E-04
-6.82022584E+01,-2.301788E-04
-6.81931031E+01,-2.326202E-04
-6.81839478E+01,-2.161407E-04
-6.81747925E+01,-2.198029E-04
-6.81656372E+01,-2.115631E-04
-6.81564820E+01,-2.124786E-04
-6.81473267E+01,-2.127838E-04
-6.81381714E+01,-2.135468E-04
-6.81290161E+01,-2.083588E-04
-6.81198608E+01,-1.911163E-04
-6.81107056E+01,-2.027130E-04
-6.81015503E+01,-1.882172E-04
-6.80923950E+01,-1.799774E-04
-6.80832397E+01,-1.869965E-04
-6.80740844E+01,-1.876068E-04
-6.80649292E+01,-1.811981E-04
-6.80557739E+01,-1.741791E-04
-6.80466186E+01,-1.796722E-04
-6.80374633E+01,-1.631927E-04
-6.80283080E+01,-1.682281E-04
-6.80191528E+01,-1.558685E-04
-6.80099975E+01,-1.592255E-04
-6.80008422E+01,-1.482391E-04
-6.79916869E+01,-1.450348E-04
-6.79825316E+01,-1.372528E-04
-6.79733764E+01,-1.259613E-04
-6.79642211E+01,-1.064301E-04
-6.79550658E+01,-9.101868E-05
-6.79459105E+01,-7.987976E-05
-6.79367552E+01,-4.463196E-05
-6.79276000E+01,-2.372742E-05
-6.79184447E+01,9.078979E-06
-6.79092894E+01,3.715515E-05
-6.79001341E+01,8.567810E-05
-6.78909788E+01,1.268768E-04
-6.78818236E+01,1.589203E-04
-6.78726683E+01,2.146149E-04
-6.78635130E+01,2.370453E-04
-6.78543577E+01,2.428436E-04
-6.78452024E+01,2.054596E-04
-6.78360472E+01,1.276398E-04
-6.78268919E+01,-6.263733E-05
-6.78177366E+01,-3.249359E-04
-6.78085813E+01,-6.374359E-04
-6.77994260E+01,-1.045914E-03
-6.77902708E+01,-1.284409E-03
-6.77811155E+01,-1.618423E-03
-6.77719602E+01,-1.762924E-03
-6.77628049E+01,-1.847458E-03
-6.77536496E+01,-1.809158E-03
-6.77444944E+01,-1.741867E-03
-6.77353391E+01,-1.643753E-03
-6.77261838E+01,-1.335831E-03
-6.77170285E+01,-1.085129E-03
-6.77078732E+01,-6.185150E-04
-6.76987180E+01,-1.471710E-04
-6.76895627E+01,3.086090E-04
-6.76804074E+01,7.816315E-04
-6.76712521E+01,1.095352E-03
-6.76620968E+01,1.188583E-03
-6.76529416E+01,1.265030E-03
-6.76437863E+01,1.188583E-03
-6.76346310E+01,1.063309E-03
-6.76254757E+01,8.728790E-04
-6.76163204E+01,7.305145E-04
-6.76071652E+01,5.310822E-04
-6.75980099E+01,3.548431E-04
-6.75888546E+01,2.472687E-04
-6.75796993E+01,1.340485E-04
-6.75705440E+01,4.081726E-05
-6.75613888E+01,-3.562927E-05
-6.75522335E+01,-8.613586E-05
-6.75430782E+01,-1.323700E-04
-6.75339229E+01,-1.685333E-04
-6.75247676E+01,-1.931000E-04
-6.75156124E+01,-2.262115E-04
-6.75064571E+01,-2.295685E-04
-6.74973018E+01,-2.465057E-04
-6.74881465E+01,-2.538300E-04
-6.74789912E+01,-2.577972E-04
-6.74698360E+01,-2.631378E-04
-6.74606807E+01,-2.548981E-04
-6.74515254E+01,-2.643585E-04
-6.74423701E+01,-2.550507E-04
-6.74332148E+01,-2.632904E-04
-6.74240596E+01,-2.542877E-04
-6.74149043E+01,-2.542877E-04
-6.74057490E+01,-2.547455E-04
-6.73965937E+01,-2.384186E-04
-6.73874384E+01,-2.481842E-04
-6.73782832E+01,-2.342987E-04
-6.73691279E+01,-2.382660E-04
-6.73599726E+01,-2.187347E-04
-6.73508173E+01,-2.297211E-04
-6.73416620E+01,-2.164459E-04
-6.73325068E+01,-2.130890E-04
-6.73233515E+01,-2.158356E-04
-6.73141962E+01,-2.051544E-04
-6.73050409E+01,-2.117157E-04
-6.72958856E+01,-1.963043E-04
-6.72867304E+01,-1.966095E-04
-6.72775751E+01,-1.868439E-04
-6.72684198E+01,-1.947784E-04
-6.72592645E+01,-1.876068E-04
-6.72501092E+01,-1.808929E-04
-6.72409540E+01,-1.927948E-04
-6.72317987E+01,-1.711273E-04
-6.72226434E+01,-1.837921E-04
-6.72134881E+01,-1.752472E-04
-6.72043328E+01,-1.689911E-04
-6.71951776E+01,-1.680756E-04
-6.71860223E+01,-1.612091E-04
-6.71768670E+01,-1.537323E-04
-6.71677117E+01,-1.512909E-04
-6.71585564E+01,-1.436615E-04
-6.71494012E+01,-1.328278E-04
-6.71402459E+01,-1.226044E-04
-6.71310906E+01,-1.016998E-04
-6.71219353E+01,-9.834290E-05
-6.71127800E+01,-6.706238E-05
-6.71036248E+01,-4.127502E-05
-6.70944695E+01,-1.594543E-05
-6.70853142E+01,8.316040E-06
-6.70761589E+01,5.592346E-05
-6.70670036E+01,9.696960E-05
-6.70578484E+01,1.258087E-04
-6.70486931E+01,1.851654E-04
-6.70395378E+01,2.275848E-04
-6.70303825E+01,2.349091E-04
-6.70212272E+01,2.330780E-04
-6.70120720E+01,1.984406E-04
-6.70029167E+01,5.210876E-05
-6.69937614E+01,-1.393890E-04
-6.69846061E+01,-4.248810E-04
-6.69754508E+01,-8.069611E-04
-6.69662956E+01,-1.098862E-03
-6.69571403E+01,-1.452408E-03
-6.69479850E+01,-1.680679E-03
-6.69388297E+01,-1.796036E-03
-6.69296744E+01,-1.788712E-03
-6.69205192E+01,-1.784897E-03
-6.69113639E+01,-1.722031E-03
-6.69022086E+01,-1.442184E-03
-6.68930533E+01,-1.302719E-03
-6.68838980E+01,-8.969879E-04
-6.68747428E+01,-4.593658E-04
-6.68655875E+01,5.722046E-06
-6.68564322E+01,4.936981E-04
-6.68472769E+01,8.881378E-04
-6.68381216E+01,1.117630E-03
-6.68289664E+01,1.318436E-03
-6.68198111E+01,1.316147E-03
-6.68106558E+01,1.164474E-03
-6.68015005E+01,9.656525E-04
-6.67923452E+01,8.318329E-04
-6.67831900E+01,6.328583E-04
-6.67740347E+01,4.578400E-04
-6.67648794E+01,3.237152E-04
-6.67557241E+01,2.037811E-04
-6.67465688E+01,9.132385E-05
-6.67374136E+01,7.858276E-06
-6.67282583E+01,-5.378723E-05
-6.67191030E+01,-1.009369E-04
-6.67099477E+01,-1.537323E-04
-6.67007924E+01,-1.779938E-04
-6.66916372E+01,-2.069855E-04
-6.66824819E+01,-2.167511E-04
-6.66733266E+01,-2.419281E-04
-6.66641713E+01,-2.495575E-04
-6.66550160E+01,-2.559662E-04
-6.66458608E+01,-2.606964E-04
-6.66367055E+01,-2.596283E-04
-6.66275502E+01,-2.655792E-04
-6.66183949E+01,-2.555084E-04
-6.66092396E+01,-2.684784E-04
-6.66000844E+01,-2.480316E-04
-6.65909291E+01,-2.561188E-04
-6.65817738E+01,-2.587128E-04
-6.65726185E+01,-2.489471E-04
-6.65634632E+01,-2.506256E-04
-6.65543080E+01,-2.387238E-04
-6.65451527E+01,-2.433014E-04
-6.65359974E+01,-2.239227E-04
-6.65268421E+01,-2.391815E-04
-6.65176868E+01,-2.181244E-04
-6.65085316E+01,-2.172089E-04
-6.64993763E+01,-2.169037E-04
-6.64902210E+01,-2.094269E-04
-6.64810657E+01,-2.112579E-04
-6.64719104E+01,-1.926422E-04
-6.64627552E+01,-2.031708E-04
-6.64535999E+01,-1.918793E-04
-6.64444446E+01,-1.955414E-04
-6.64352893E+01,-1.845551E-04
-6.64261340E+01,-1.908112E-04
-6.64169788E+01,-1.787567E-04
-6.64078235E+01,-1.808929E-04
-6.63986682E+01,-1.770782E-04
-6.63895129E+01,-1.758575E-04
-6.63803576E+01,-1.720428E-04
-6.63712024E+01,-1.692963E-04
-6.63620471E+01,-1.680756E-04
-6.63528918E+01,-1.486969E-04
-6.63437365E+01,-1.551056E-04
-6.63345812E+01,-1.418304E-04
-6.63254260E+01,-1.403046E-04
-6.63162707E+01,-1.229095E-04
-6.63071154E+01,-1.140594E-04
-6.62979601E+01,-1.056671E-04
-6.62888048E+01,-7.438660E-05
-6.62796496E+01,-6.111145E-05
-6.62704943E+01,-3.486633E-05
-6.62613390E+01,-1.213074E-05
-6.62521837E+01,3.486633E-05
-6.62430284E+01,5.729675E-05
-6.62338732E+01,9.956360E-05
-6.62247179E+01,1.544952E-04
-6.62155626E+01,2.120209E-04
-6.62064073E+01,2.155304E-04
-6.61972520E+01,2.439117E-04
-6.61880968E+01,2.442169E-04
-6.61789415E+01,1.583099E-04
-6.61697862E+01,9.689331E-06
-6.61606309E+01,-2.130890E-04
-6.61514756E+01,-5.532074E-04
-6.61423204E+01,-8.571625E-04
-6.61331651E+01,-1.201706E-03
-6.61240098E+01,-1.503372E-03
-6.61148545E+01,-1.741409E-03
-6.61056992E+01,-1.777878E-03
-6.60965440E+01,-1.878128E-03
-6.60873887E+01,-1.776047E-03
-6.60782334E+01,-1.639481E-03
-6.60690781E+01,-1.467361E-03
-6.60599228E+01,-1.176834E-03
-6.60507676E+01,-7.941437E-04
-6.60416123E+01,-3.227997E-04
-6.60324570E+01,1.696014E-04
-6.60233017E+01,6.249237E-04
-6.60141464E+01,9.481049E-04
-6.60049912E+01,1.221237E-03
-6.59958359E+01,1.343613E-03
-6.59866806E+01,1.282578E-03
-6.59775253E+01,1.101761E-03
-6.59683700E+01,1.014786E-03
-6.59592148E+01,7.450104E-04
-6.59500595E+01,5.742645E-04
-6.59409042E+01,4.347992E-04
-6.59317489E+01,2.902985E-04
-6.59225936E+01,1.631927E-04
-6.59134384E+01,6.278992E-05
-6.59042831E+01,-6.179810E-06
