in s,C1 in V
-5.46707545E+01,4.541092E+00
-5.46615992E+01,4.541855E+00
-5.46524440E+01,4.543076E+00
-5.46432887E+01,4.541550E+00
-5.46341334E+01,4.542618E+00
-5.46249781E+01,4.544449E+00
-5.46158228E+01,4.543076E+00
-5.46066676E+01,4.541702E+00
-5.45975123E+01,4.542160E+00
-5.45883570E+01,4.542770E+00
-5.45792017E+01,4.540787E+00
-5.45700464E+01,4.542160E+00
-5.45608912E+01,4.542770E+00
-5.45517359E+01,4.542007E+00
-5.45425806E+01,4.540634E+00
-5.45334253E+01,4.541550E+00
-5.45242700E+01,4.543533E+00
-5.45151148E+01,4.542618E+00
-5.45059595E+01,4.542007E+00
-5.44968042E+01,4.541855E+00
-5.44876489E+01,4.542160E+00
-5.44784936E+01,4.540176E+00
-5.44693384E+01,4.540939E+00
-5.44601831E+01,4.543533E+00
-5.44510278E+01,4.452438E+00
-5.44418725E+01,3.652725E+00
-5.44327172E+01,3.391037E+00
-5.44235620E+01,3.328018E+00
-5.44144067E+01,3.261795E+00
-5.44052514E+01,4.222031E+00
-5.43960961E+01,4.533157E+00
-5.43869408E+01,4.539871E+00
-5.43777856E+01,4.540482E+00
-5.43686303E+01,4.543076E+00
-5.43594750E+01,4.543533E+00
-5.43503197E+01,4.541397E+00
-5.43411644E+01,4.542160E+00
-5.43320092E+01,4.543533E+00
-5.43228539E+01,4.542465E+00
-5.43136986E+01,4.543076E+00
-5.43045433E+01,4.542007E+00
-5.42953880E+01,4.543533E+00
-5.42862328E+01,4.541245E+00
-5.42770775E+01,4.540939E+00
-5.42679222E+01,4.542160E+00
-5.42587669E+01,4.542160E+00
-5.42496116E+01,4.542007E+00
-5.42404564E+01,4.540787E+00
-5.42313011E+01,4.543228E+00
-5.42221458E+01,4.541397E+00
-5.42129905E+01,4.541855E+00
-5.42038352E+01,4.543076E+00
-5.41946800E+01,4.543686E+00
-5.41855247E+01,4.541092E+00
-5.41763694E+01,4.541245E+00
-5.41672141E+01,4.542618E+00
-5.41580588E+01,4.541245E+00
-5.41489036E+01,4.540329E+00
-5.41397483E+01,4.539871E+00
-5.41305930E+01,4.541855E+00
-5.41214377E+01,4.539413E+00
-5.41122824E+01,4.540634E+00
-5.41031272E+01,4.541855E+00
-5.40939719E+01,4.542618E+00
-5.40848166E+01,4.542007E+00
-5.40756613E+01,4.541092E+00
-5.40665060E+01,4.543991E+00
-5.40573508E+01,4.542007E+00
-5.40481955E+01,4.541092E+00
-5.40390402E+01,4.542465E+00
-5.40298849E+01,4.543076E+00
-5.40207296E+01,4.540939E+00
-5.40115744E+01,4.542007E+00
-5.40024191E+01,4.542313E+00
-5.39932638E+01,4.541855E+00
-5.39841085E+01,4.543228E+00
-5.39749532E+01,4.292221E+00
-5.39657980E+01,3.535995E+00
-5.39566427E+01,3.368759E+00
-5.39474874E+01,3.315964E+00
-5.39383321E+01,3.350906E+00
-5.39291768E+01,4.431229E+00
-5.39200216E+01,4.536209E+00
-5.39108663E+01,4.541550E+00
-5.39017110E+01,4.543533E+00
-5.38925557E+01,4.542465E+00
-5.38834004E+01,4.542923E+00
-5.38742452E+01,4.543228E+00
-5.38650899E+01,4.544144E+00
-5.38559346E+01,4.543228E+00
-5.38467793E+01,4.543991E+00
-5.38376240E+01,4.544601E+00
-5.38284688E+01,4.542465E+00
-5.38193135E+01,4.542618E+00
-5.38101582E+01,4.544296E+00
-5.38010029E+01,4.544296E+00
-5.37918476E+01,4.543686E+00
-5.37826924E+01,4.545364E+00
-5.37735371E+01,4.546280E+00
-5.37643818E+01,4.544449E+00
-5.37552265E+01,4.544296E+00
-5.37460712E+01,4.545822E+00
-5.37369160E+01,4.545822E+00
-5.37277607E+01,4.544296E+00
-5.37186054E+01,4.543839E+00
-5.37094501E+01,4.545212E+00
-5.37002948E+01,4.544144E+00
-5.36911396E+01,4.543839E+00
-5.36819843E+01,4.544296E+00
-5.36728290E+01,4.547043E+00
-5.36636737E+01,4.545517E+00
-5.36545184E+01,4.542923E+00
-5.36453632E+01,4.544754E+00
-5.36362079E+01,4.544601E+00
-5.36270526E+01,4.542618E+00
-5.36178973E+01,4.543839E+00
-5.36087420E+01,4.545517E+00
-5.35995868E+01,4.543228E+00
-5.35904315E+01,4.542923E+00
-5.35812762E+01,4.542313E+00
-5.35721209E+01,4.543686E+00
-5.35629656E+01,4.541855E+00
-5.35538104E+01,4.542618E+00
-5.35446551E+01,4.545822E+00
-5.35354998E+01,4.544601E+00
-5.35263445E+01,4.544296E+00
-5.35171892E+01,4.545212E+00
-5.35080340E+01,4.546738E+00
-5.34988787E+01,4.084549E+00
-5.34897234E+01,3.470993E+00
-5.34805681E+01,3.357468E+00
-5.34714128E+01,3.305283E+00
-5.34622576E+01,3.580704E+00
-5.34531023E+01,4.505997E+00
-5.34439470E+01,4.540329E+00
-5.34347917E+01,4.542618E+00
-5.34256364E+01,4.544449E+00
-5.34164812E+01,4.545212E+00
-5.34073259E+01,4.545364E+00
-5.33981706E+01,4.543686E+00
-5.33890153E+01,4.544296E+00
-5.33798600E+01,4.545517E+00
-5.33707048E+01,4.544907E+00
-5.33615495E+01,4.545364E+00
-5.33523942E+01,4.545059E+00
-5.33432389E+01,4.545364E+00
-5.33340836E+01,4.542618E+00
-5.33249284E+01,4.543839E+00
-5.33157731E+01,4.545975E+00
-5.33066178E+01,4.545212E+00
-5.32974625E+01,4.543228E+00
-5.32883072E+01,4.544601E+00
-5.32791520E+01,4.546585E+00
-5.32699967E+01,4.545212E+00
-5.32608414E+01,4.545059E+00
-5.32516861E+01,4.547195E+00
-5.32425308E+01,4.545670E+00
-5.32333756E+01,4.544754E+00
-5.32242203E+01,4.545212E+00
-5.32150650E+01,4.546280E+00
-5.32059097E+01,4.546127E+00
-5.31967544E+01,4.545517E+00
-5.31875992E+01,4.545975E+00
-5.31784439E+01,4.546280E+00
-5.31692886E+01,4.544144E+00
-5.31601333E+01,4.543533E+00
-5.31509780E+01,4.545670E+00
-5.31418228E+01,4.545670E+00
-5.31326675E+01,4.544754E+00
-5.31235122E+01,4.545975E+00
-5.31143569E+01,4.546585E+00
-5.31052016E+01,4.544296E+00
-5.30960464E+01,4.544907E+00
-5.30868911E+01,4.545670E+00
-5.30777358E+01,4.545212E+00
-5.30685805E+01,4.544754E+00
-5.30594252E+01,4.544296E+00
-5.30502700E+01,4.546738E+00
-5.30411147E+01,4.543991E+00
-5.30319594E+01,4.530869E+00
-5.30228041E+01,3.877640E+00
-5.30136488E+01,3.427811E+00
-5.30044936E+01,3.342056E+00
-5.29953383E+01,3.286057E+00
-5.29861830E+01,3.855209E+00
-5.29770277E+01,4.522476E+00
-5.29678724E+01,4.539261E+00
-5.29587172E+01,4.542465E+00
-5.29495619E+01,4.543686E+00
-5.29404066E+01,4.541092E+00
-5.29312513E+01,4.542770E+00
-5.29220960E+01,4.544449E+00
-5.29129408E+01,4.542923E+00
-5.29037855E+01,4.543076E+00
-5.28946302E+01,4.542618E+00
-5.28854749E+01,4.545212E+00
-5.28763196E+01,4.543381E+00
-5.28671644E+01,4.544907E+00
-5.28580091E+01,4.545364E+00
-5.28488538E+01,4.545364E+00
-5.28396985E+01,4.543076E+00
-5.28305432E+01,4.543686E+00
-5.28213880E+01,4.544754E+00
-5.28122327E+01,4.542618E+00
-5.28030774E+01,4.543076E+00
-5.27939221E+01,4.544601E+00
-5.27847668E+01,4.544296E+00
-5.27756116E+01,4.542007E+00
-5.27664563E+01,4.543839E+00
-5.27573010E+01,4.544907E+00
-5.27481457E+01,4.543686E+00
-5.27389904E+01,4.543076E+00
-5.27298352E+01,4.544601E+00
-5.27206799E+01,4.544907E+00
-5.27115246E+01,4.542465E+00
-5.27023693E+01,4.543533E+00
-5.26932140E+01,4.544754E+00
-5.26840588E+01,4.543839E+00
-5.26749035E+01,4.542770E+00
-5.26657482E+01,4.543533E+00
-5.26565929E+01,4.545364E+00
-5.26474376E+01,4.542770E+00
-5.26382824E+01,4.542465E+00
-5.26291271E+01,4.543076E+00
-5.26199718E+01,4.541855E+00
-5.26108165E+01,4.540329E+00
-5.26016612E+01,4.540939E+00
-5.25925060E+01,4.542007E+00
-5.25833507E+01,4.541397E+00
-5.25741954E+01,4.541550E+00
-5.25650401E+01,4.543991E+00
-5.25558848E+01,4.478836E+00
-5.25467296E+01,3.690567E+00
-5.25375743E+01,3.397446E+00
-5.25284190E+01,3.331223E+00
-5.25192637E+01,3.265152E+00
-5.25101084E+01,4.128342E+00
-5.25009532E+01,4.530411E+00
-5.24917979E+01,4.542618E+00
-5.24826426E+01,4.542465E+00
-5.24734873E+01,4.542770E+00
-5.24643320E+01,4.546127E+00
-5.24551768E+01,4.544144E+00
-5.24460215E+01,4.543533E+00
-5.24368662E+01,4.544144E+00
-5.24277109E+01,4.546585E+00
-5.24185556E+01,4.542770E+00
-5.24094004E+01,4.543839E+00
-5.24002451E+01,4.544601E+00
-5.23910898E+01,4.543991E+00
-5.23819345E+01,4.542618E+00
-5.23727792E+01,4.543839E+00
-5.23636240E+01,4.545212E+00
-5.23544687E+01,4.543839E+00
-5.23453134E+01,4.543076E+00
-5.23361581E+01,4.543533E+00
-5.23270028E+01,4.544907E+00
-5.23178476E+01,4.543839E+00
-5.23086923E+01,4.545670E+00
-5.22995370E+01,4.546127E+00
-5.22903817E+01,4.544144E+00
-5.22812264E+01,4.543686E+00
-5.22720712E+01,4.544296E+00
-5.22629159E+01,4.544601E+00
-5.22537606E+01,4.542465E+00
-5.22446053E+01,4.543381E+00
-5.22354500E+01,4.543533E+00
-5.22262948E+01,4.543228E+00
-5.22171395E+01,4.542160E+00
-5.22079842E+01,4.543076E+00
-5.21988289E+01,4.545670E+00
-5.21896736E+01,4.543839E+00
-5.21805184E+01,4.543533E+00
-5.21713631E+01,4.544754E+00
-5.21622078E+01,4.543991E+00
-5.21530525E+01,4.543686E+00
-5.21438972E+01,4.544296E+00
-5.21347420E+01,4.544601E+00
-5.21255867E+01,4.542465E+00
-5.21164314E+01,4.542313E+00
-5.21072761E+01,4.543228E+00
-5.20981208E+01,4.544449E+00
-5.20889656E+01,4.543533E+00
-5.20798103E+01,4.367905E+00
-5.20706550E+01,3.579941E+00
-5.20614997E+01,3.379288E+00
-5.20523444E+01,3.320084E+00
-5.20431892E+01,3.292160E+00
-5.20340339E+01,4.361954E+00
-5.20248786E+01,4.531326E+00
-5.20157233E+01,4.538345E+00
-5.20065680E+01,4.541855E+00
-5.19974128E+01,4.541092E+00
-5.19882575E+01,4.541550E+00
-5.19791022E+01,4.542465E+00
-5.19699469E+01,4.543991E+00
-5.19607916E+01,4.542923E+00
-5.19516364E+01,4.542313E+00
-5.19424811E+01,4.543381E+00
-5.19333258E+01,4.544296E+00
-5.19241705E+01,4.542465E+00
-5.19150152E+01,4.544144E+00
-5.19058600E+01,4.545975E+00
-5.18967047E+01,4.543076E+00
-5.18875494E+01,4.543228E+00
-5.18783941E+01,4.543533E+00
-5.18692388E+01,4.544601E+00
-5.18600836E+01,4.541855E+00
-5.18509283E+01,4.543686E+00
-5.18417730E+01,4.544449E+00
-5.18326177E+01,4.543381E+00
-5.18234624E+01,4.542770E+00
-5.18143072E+01,4.544144E+00
-5.18051519E+01,4.544754E+00
-5.17959966E+01,4.542465E+00
-5.17868413E+01,4.543228E+00
-5.17776860E+01,4.543076E+00
-5.17685308E+01,4.542770E+00
-5.17593755E+01,4.541092E+00
-5.17502202E+01,4.542618E+00
-5.17410649E+01,4.544601E+00
-5.17319096E+01,4.542618E+00
-5.17227544E+01,4.541855E+00
-5.17135991E+01,4.543533E+00
-5.17044438E+01,4.544144E+00
-5.16952885E+01,4.542465E+00
-5.16861332E+01,4.542923E+00
-5.16769780E+01,4.543839E+00
-5.16678227E+01,4.542007E+00
-5.16586674E+01,4.540176E+00
-5.16495121E+01,4.541702E+00
-5.16403568E+01,4.542923E+00
-5.16312016E+01,4.540482E+00
-5.16220463E+01,4.542465E+00
-5.16128910E+01,4.544754E+00
-5.16037357E+01,4.175949E+00
-5.15945804E+01,3.493118E+00
-5.15854252E+01,3.360825E+00
-5.15762699E+01,3.308640E+00
-5.15671146E+01,3.464737E+00
-5.15579593E+01,4.481430E+00
-5.15488040E+01,4.536819E+00
-5.15396488E+01,4.540482E+00
-5.15304935E+01,4.540939E+00
-5.15213382E+01,4.540939E+00
-5.15121829E+01,4.543228E+00
-5.15030276E+01,4.540634E+00
-5.14938724E+01,4.541092E+00
-5.14847171E+01,4.541702E+00
-5.14755618E+01,4.541855E+00
-5.14664065E+01,4.541092E+00
-5.14572512E+01,4.541397E+00
-5.14480960E+01,4.543839E+00
-5.14389407E+01,4.541550E+00
-5.14297854E+01,4.542160E+00
-5.14206301E+01,4.542923E+00
-5.14114748E+01,4.544601E+00
-5.14023196E+01,4.542007E+00
-5.13931643E+01,4.542465E+00
-5.13840090E+01,4.543228E+00
-5.13748537E+01,4.542465E+00
-5.13656984E+01,4.541550E+00
-5.13565432E+01,4.543076E+00
-5.13473879E+01,4.543533E+00
-5.13382326E+01,4.541092E+00
-5.13290773E+01,4.543228E+00
-5.13199220E+01,4.543839E+00
-5.13107668E+01,4.544296E+00
-5.13016115E+01,4.541855E+00
-5.12924562E+01,4.542465E+00
-5.12833009E+01,4.543076E+00
-5.12741456E+01,4.541092E+00
-5.12649904E+01,4.541092E+00
-5.12558351E+01,4.541245E+00
-5.12466798E+01,4.541855E+00
-5.12375245E+01,4.540482E+00
-5.12283692E+01,4.542160E+00
-5.12192140E+01,4.543839E+00
-5.12100587E+01,4.541397E+00
-5.12009034E+01,4.539719E+00
-5.11917481E+01,4.540176E+00
-5.11825928E+01,4.542007E+00
-5.11734376E+01,4.539413E+00
-5.11642823E+01,4.540939E+00
-5.11551270E+01,4.542618E+00
-5.11459717E+01,4.542313E+00
-5.11368164E+01,4.537582E+00
-5.11276612E+01,3.963852E+00
-5.11185059E+01,3.443680E+00
-5.11093506E+01,3.347244E+00
-5.11001953E+01,3.287277E+00
-5.10910400E+01,3.726120E+00
-5.10818848E+01,4.516678E+00
-5.10727295E+01,4.537735E+00
-5.10635742E+01,4.540482E+00
-5.10544189E+01,4.543076E+00
-5.10452636E+01,4.541397E+00
-5.10361084E+01,4.541855E+00
-5.10269531E+01,4.543076E+00
-5.10177978E+01,4.543533E+00
-5.10086425E+01,4.541092E+00
-5.09994872E+01,4.540634E+00
-5.09903320E+01,4.542618E+00
-5.09811767E+01,4.540482E+00
-5.09720214E+01,4.540176E+00
-5.09628661E+01,4.540787E+00
-5.09537108E+01,4.542923E+00
-5.09445556E+01,4.540634E+00
-5.09354003E+01,4.541245E+00
-5.09262450E+01,4.543533E+00
-5.09170897E+01,4.541855E+00
-5.09079344E+01,4.540329E+00
-5.08987792E+01,4.540634E+00
-5.08896239E+01,4.543381E+00
-5.08804686E+01,4.542465E+00
-5.08713133E+01,4.542465E+00
-5.08621580E+01,4.543839E+00
-5.08530028E+01,4.543228E+00
-5.08438475E+01,4.542465E+00
-5.08346922E+01,4.542770E+00
-5.08255369E+01,4.543839E+00
-5.08163816E+01,4.542313E+00
-5.08072264E+01,4.541855E+00
-5.07980711E+01,4.542465E+00
-5.07889158E+01,4.543839E+00
-5.07797605E+01,4.540787E+00
-5.07706052E+01,4.542618E+00
-5.07614500E+01,4.542618E+00
-5.07522947E+01,4.541550E+00
-5.07431394E+01,4.540939E+00
-5.07339841E+01,4.542618E+00
-5.07248288E+01,4.543839E+00
-5.07156736E+01,4.540939E+00
-5.07065183E+01,4.541550E+00
-5.06973630E+01,4.542465E+00
-5.06882077E+01,4.542618E+00
-5.06790524E+01,4.541550E+00
-5.06698972E+01,4.543686E+00
-5.06607419E+01,4.499435E+00
-5.06515866E+01,3.734512E+00
-5.06424313E+01,3.404922E+00
-5.06332760E+01,3.333359E+00
-5.06241208E+01,3.259506E+00
-5.06149655E+01,4.064713E+00
-5.06058102E+01,4.530258E+00
-5.05966549E+01,4.541397E+00
-5.05874996E+01,4.541245E+00
-5.05783444E+01,4.541092E+00
-5.05691891E+01,4.543533E+00
-5.05600338E+01,4.545670E+00
-5.05508785E+01,4.542770E+00
-5.05417232E+01,4.543686E+00
-5.05325680E+01,4.544144E+00
-5.05234127E+01,4.543076E+00
-5.05142574E+01,4.542160E+00
-5.05051021E+01,4.542465E+00
-5.04959468E+01,4.543686E+00
-5.04867916E+01,4.542007E+00
-5.04776363E+01,4.542313E+00
-5.04684810E+01,4.544296E+00
-5.04593257E+01,4.542313E+00
-5.04501704E+01,4.541702E+00
-5.04410152E+01,4.543076E+00
-5.04318599E+01,4.543686E+00
-5.04227046E+01,4.540329E+00
-5.04135493E+01,4.541855E+00
-5.04043940E+01,4.544449E+00
-5.03952388E+01,4.543686E+00
-5.03860835E+01,4.542160E+00
-5.03769282E+01,4.542007E+00
-5.03677729E+01,4.544144E+00
-5.03586176E+01,4.541550E+00
-5.03494624E+01,4.541245E+00
-5.03403071E+01,4.541092E+00
-5.03311518E+01,4.542618E+00
-5.03219965E+01,4.538651E+00
-5.03128412E+01,4.539413E+00
-5.03036860E+01,4.541245E+00
-5.02945307E+01,4.541092E+00
-5.02853754E+01,4.540482E+00
-5.02762201E+01,4.540482E+00
-5.02670648E+01,4.542465E+00
-5.02579096E+01,4.539871E+00
-5.02487543E+01,4.539871E+00
-5.02395990E+01,4.540939E+00
-5.02304437E+01,4.539413E+00
-5.02212884E+01,4.538193E+00
-5.02121332E+01,4.539261E+00
-5.02029779E+01,4.541397E+00
-5.01938226E+01,4.540939E+00
-5.01846673E+01,4.368057E+00
-5.01755120E+01,3.573990E+00
-5.01663568E+01,3.375473E+00
-5.01572015E+01,3.312607E+00
-5.01480462E+01,3.275223E+00
-5.01388909E+01,4.362106E+00
-5.01297356E+01,4.530716E+00
-5.01205804E+01,4.535751E+00
-5.01114251E+01,4.537735E+00
-5.01022698E+01,4.540787E+00
-5.00931145E+01,4.539261E+00
-5.00839592E+01,4.539261E+00
-5.00748040E+01,4.540024E+00
-5.00656487E+01,4.540787E+00
-5.00564934E+01,4.538803E+00
-5.00473381E+01,4.539108E+00
-5.00381828E+01,4.541397E+00
-5.00290276E+01,4.541245E+00
-5.00198723E+01,4.540024E+00
-5.00107170E+01,4.541092E+00
-5.00015617E+01,4.540329E+00
-4.99924064E+01,4.539261E+00
-4.99832512E+01,4.539871E+00
-4.99740959E+01,4.540787E+00
-4.99649406E+01,4.539719E+00
-4.99557853E+01,4.538956E+00
-4.99466300E+01,4.541397E+00
-4.99374748E+01,4.541550E+00
-4.99283195E+01,4.539413E+00
-4.99191642E+01,4.540482E+00
-4.99100089E+01,4.542313E+00
-4.99008536E+01,4.541702E+00
-4.98916984E+01,4.540329E+00
-4.98825431E+01,4.540787E+00
-4.98733878E+01,4.542618E+00
-4.98642325E+01,4.541397E+00
-4.98550772E+01,4.540787E+00
-4.98459220E+01,4.542770E+00
-4.98367667E+01,4.541092E+00
-4.98276114E+01,4.539871E+00
-4.98184561E+01,4.541397E+00
-4.98093008E+01,4.543076E+00
-4.98001456E+01,4.541245E+00
-4.97909903E+01,4.540787E+00
-4.97818350E+01,4.539871E+00
-4.97726797E+01,4.539871E+00
-4.97635244E+01,4.539261E+00
-4.97543692E+01,4.539261E+00
-4.97452139E+01,4.539413E+00
-4.97360586E+01,4.538651E+00
-4.97269033E+01,4.538498E+00
-4.97177480E+01,4.541245E+00
-4.97085928E+01,4.159012E+00
-4.96994375E+01,3.483505E+00
-4.96902822E+01,3.355179E+00
-4.96811269E+01,3.299026E+00
-4.96719716E+01,3.483505E+00
-4.96628164E+01,4.488907E+00
-4.96536611E+01,4.534836E+00
-4.96445058E+01,4.539871E+00
-4.96353505E+01,4.538651E+00
-4.96261952E+01,4.539108E+00
-4.96170400E+01,4.540939E+00
-4.96078847E+01,4.540787E+00
-4.95987294E+01,4.540024E+00
-4.95895741E+01,4.541855E+00
-4.95804188E+01,4.542770E+00
-4.95712636E+01,4.540939E+00
-4.95621083E+01,4.539413E+00
-4.95529530E+01,4.542465E+00
-4.95437977E+01,4.542770E+00
-4.95346424E+01,4.539566E+00
-4.95254872E+01,4.540787E+00
-4.95163319E+01,4.540787E+00
-4.95071766E+01,4.540482E+00
-4.94980213E+01,4.539413E+00
-4.94888660E+01,4.541702E+00
-4.94797108E+01,4.542465E+00
-4.94705555E+01,4.539566E+00
-4.94614002E+01,4.540176E+00
-4.94522449E+01,4.541855E+00
-4.94430896E+01,4.541397E+00
-4.94339344E+01,4.541245E+00
-4.94247791E+01,4.540939E+00
-4.94156238E+01,4.542465E+00
-4.94064685E+01,4.541550E+00
-4.93973132E+01,4.540939E+00
-4.93881580E+01,4.542618E+00
-4.93790027E+01,4.542160E+00
-4.93698474E+01,4.541397E+00
-4.93606921E+01,4.540787E+00
-4.93515368E+01,4.542770E+00
-4.93423816E+01,4.540024E+00
-4.93332263E+01,4.541092E+00
-4.93240710E+01,4.543228E+00
-4.93149157E+01,4.543228E+00
-4.93057604E+01,4.540634E+00
-4.92966052E+01,4.539871E+00
-4.92874499E+01,4.541550E+00
-4.92782946E+01,4.540787E+00
-4.92691393E+01,4.540634E+00
-4.92599840E+01,4.540939E+00
-4.92508288E+01,4.543228E+00
-4.92416735E+01,4.534378E+00
-4.92325182E+01,3.930283E+00
-4.92233629E+01,3.431931E+00
-4.92142076E+01,3.339462E+00
-4.92050524E+01,3.275833E+00
-4.91958971E+01,3.777695E+00
-4.91867418E+01,4.519730E+00
-4.91775865E+01,4.535599E+00
-4.91684312E+01,4.537888E+00
-4.91592760E+01,4.539719E+00
-4.91501207E+01,4.539719E+00
-4.91409654E+01,4.538651E+00
-4.91318101E+01,4.539566E+00
-4.91226548E+01,4.541397E+00
-4.91134996E+01,4.538956E+00
-4.91043443E+01,4.538498E+00
-4.90951890E+01,4.539719E+00
-4.90860337E+01,4.541245E+00
-4.90768784E+01,4.538956E+00
-4.90677232E+01,4.539261E+00
-4.90585679E+01,4.541092E+00
-4.90494126E+01,4.540024E+00
-4.90402573E+01,4.539261E+00
-4.90311020E+01,4.540024E+00
-4.90219468E+01,4.540787E+00
-4.90127915E+01,4.538803E+00
-4.90036362E+01,4.540024E+00
-4.89944809E+01,4.542160E+00
-4.89853256E+01,4.540329E+00
-4.89761704E+01,4.540176E+00
-4.89670151E+01,4.539719E+00
-4.89578598E+01,4.541092E+00
-4.89487045E+01,4.540024E+00
-4.89395492E+01,4.538651E+00
-4.89303940E+01,4.539871E+00
-4.89212387E+01,4.540329E+00
-4.89120834E+01,4.539413E+00
-4.89029281E+01,4.538193E+00
-4.88937728E+01,4.539108E+00
-4.88846176E+01,4.538651E+00
-4.88754623E+01,4.538651E+00
-4.88663070E+01,4.540939E+00
-4.88571517E+01,4.540939E+00
-4.88479964E+01,4.538956E+00
-4.88388412E+01,4.539413E+00
-4.88296859E+01,4.541092E+00
-4.88205306E+01,4.540634E+00
-4.88113753E+01,4.538956E+00
-4.88022200E+01,4.539871E+00
-4.87930648E+01,4.541855E+00
-4.87839095E+01,4.539413E+00
-4.87747542E+01,4.539413E+00
-4.87655989E+01,4.482956E+00
-4.87564436E+01,3.698044E+00
-4.87472884E+01,3.391342E+00
-4.87381331E+01,3.323746E+00
-4.87289778E+01,3.250809E+00
-4.87198225E+01,4.123001E+00
-4.87106672E+01,4.525986E+00
-4.87015120E+01,4.536819E+00
-4.86923567E+01,4.538956E+00
-4.86832014E+01,4.539108E+00
-4.86740461E+01,4.539566E+00
-4.86648908E+01,4.540634E+00
-4.86557356E+01,4.540176E+00
-4.86465803E+01,4.539261E+00
-4.86374250E+01,4.539871E+00
-4.86282697E+01,4.541397E+00
-4.86191144E+01,4.538803E+00
-4.86099592E+01,4.539719E+00
-4.86008039E+01,4.540176E+00
-4.85916486E+01,4.539108E+00
-4.85824933E+01,4.538803E+00
-4.85733380E+01,4.539413E+00
-4.85641828E+01,4.541550E+00
-4.85550275E+01,4.540787E+00
-4.85458722E+01,4.539413E+00
-4.85367169E+01,4.541397E+00
-4.85275616E+01,4.540329E+00
-4.85184064E+01,4.538956E+00
-4.85092511E+01,4.539413E+00
-4.85000958E+01,4.541855E+00
-4.84909405E+01,4.540787E+00
-4.84817852E+01,4.539566E+00
-4.84726300E+01,4.540939E+00
-4.84634747E+01,4.542313E+00
-4.84543194E+01,4.540787E+00
-4.84451641E+01,4.541855E+00
-4.84360088E+01,4.542770E+00
-4.84268536E+01,4.542160E+00
-4.84176983E+01,4.540482E+00
-4.84085430E+01,4.541855E+00
-4.83993877E+01,4.543228E+00
-4.83902324E+01,4.542160E+00
-4.83810772E+01,4.542007E+00
-4.83719219E+01,4.543686E+00
-4.83627666E+01,4.542160E+00
-4.83536113E+01,4.539719E+00
-4.83444560E+01,4.541092E+00
-4.83353008E+01,4.541855E+00
-4.83261455E+01,4.540176E+00
-4.83169902E+01,4.539261E+00
-4.83078349E+01,4.542923E+00
-4.82986796E+01,4.543533E+00
-4.82895244E+01,4.337387E+00
-4.82803691E+01,3.556595E+00
-4.82712138E+01,3.371201E+00
-4.82620585E+01,3.312302E+00
-4.82529032E+01,3.307114E+00
-4.82437480E+01,4.398880E+00
-4.82345927E+01,4.535141E+00
-4.82254374E+01,4.538498E+00
-4.82162821E+01,4.540634E+00
-4.82071268E+01,4.543533E+00
-4.81979716E+01,4.542160E+00
-4.81888163E+01,4.542007E+00
-4.81796610E+01,4.541702E+00
-4.81705057E+01,4.543686E+00
-4.81613504E+01,4.541092E+00
-4.81521952E+01,4.542007E+00
-4.81430399E+01,4.542313E+00
-4.81338846E+01,4.542160E+00
-4.81247293E+01,4.542007E+00
-4.81155740E+01,4.542618E+00
-4.81064188E+01,4.544449E+00
-4.80972635E+01,4.542465E+00
-4.80881082E+01,4.542465E+00
-4.80789529E+01,4.543686E+00
-4.80697976E+01,4.545059E+00
-4.80606424E+01,4.543228E+00
-4.80514871E+01,4.543533E+00
-4.80423318E+01,4.544144E+00
-4.80331765E+01,4.543381E+00
-4.80240212E+01,4.541092E+00
-4.80148660E+01,4.543076E+00
-4.80057107E+01,4.544144E+00
-4.79965554E+01,4.541855E+00
-4.79874001E+01,4.544449E+00
-4.79782448E+01,4.545059E+00
-4.79690896E+01,4.545364E+00
-4.79599343E+01,4.544296E+00
-4.79507790E+01,4.544144E+00
-4.79416237E+01,4.545212E+00
-4.79324684E+01,4.543228E+00
-4.79233132E+01,4.543533E+00
-4.79141579E+01,4.545822E+00
-4.79050026E+01,4.545822E+00
-4.78958473E+01,4.544601E+00
-4.78866920E+01,4.543076E+00
-4.78775368E+01,4.543839E+00
-4.78683815E+01,4.541855E+00
-4.78592262E+01,4.540939E+00
-4.78500709E+01,4.542465E+00
-4.78409156E+01,4.541397E+00
-4.78317604E+01,4.540787E+00
-4.78226051E+01,4.542465E+00
-4.78134498E+01,4.130173E+00
-4.78042945E+01,3.476486E+00
-4.77951392E+01,3.352737E+00
-4.77859840E+01,3.300247E+00
-4.77768287E+01,3.522568E+00
-4.77676734E+01,4.495621E+00
-4.77585181E+01,4.536514E+00
-4.77493628E+01,4.541550E+00
-4.77402076E+01,4.541092E+00
-4.77310523E+01,4.541245E+00
-4.77218970E+01,4.543076E+00
-4.77127417E+01,4.543076E+00
-4.77035864E+01,4.541397E+00
-4.76944312E+01,4.541550E+00
-4.76852759E+01,4.542770E+00
-4.76761206E+01,4.541855E+00
-4.76669653E+01,4.540329E+00
-4.76578100E+01,4.539871E+00
-4.76486548E+01,4.543686E+00
-4.76394995E+01,4.542160E+00
-4.76303442E+01,4.542465E+00
-4.76211889E+01,4.543076E+00
-4.76120336E+01,4.544754E+00
-4.76028784E+01,4.542313E+00
-4.75937231E+01,4.542618E+00
-4.75845678E+01,4.543839E+00
-4.75754125E+01,4.542465E+00
-4.75662572E+01,4.541092E+00
